gene_short_name,Y(1),Y(2),Y(3),AL 15 (1),AL 15 (2),AL 15 (2),DR 15 (1),DR 15 (2),DR 15 (3),ALtoDR(1),ALtoDR(2),ALtoDR(3),DRtoAL(1),DRtoAL(2),DRtoAL(3)
Mnda,2.85344,2.90897,2.12773,3.82022,3.82869,2.18829,1.17765,1.01994,1.99916,0.753805,0.569707,0.300361,1.22624,0.863322,1.61283
Apcs,201.304,192.983,202.537,117.784,212.5,86.528,73.9914,99.5252,126.202,124.833,148.373,40.1923,92.9493,62.3727,71.2852
Dusp23,4.06632,3.85387,4.33854,3.9945,5.54704,5.56027,3.96927,3.9095,3.09111,0.557667,1.01962,0.668285,0.96975,1.10733,0.987266
Ccdc19,0.0176958,0.0903411,0,0.0683321,0.195289,0,0,0,0,0.209036,0.0291507,0.275989,0.215365,0.254967,0
Tagln2,7.62976,10.1796,10.8426,13.1825,11.0554,12.5871,13.9443,12.0197,14.9649,6.90863,7.40683,3.25658,5.95057,5.08152,4.87981
Slamf9,0.194107,0.434617,0.460119,0.924331,1.25888,0.657939,0.520535,0.303979,0.788125,0,0.222847,0.188534,0.378007,0.216729,0.394607
Copa,36.0094,27.762,30.6789,30.9855,32.6954,30.8192,25.5712,32.7046,25.7389,40.9162,35.1929,26.118,56.45,44.9492,56.9527
Dcaf8,25.634,21.6337,23.7307,23.3016,24.1477,24.356,23.6036,27.3369,22.9219,25.2778,21.4037,13.462,24.6991,22.9249,23.728
Vangl2,0.176701,0.0610448,0.0123601,0.0960293,0.0273382,0.184147,0.118979,0.10716,0.0117613,2.45E-07,0.290051,0.108818,0.0511383,0.195229,0.113435
Uck2,1.45891,1.04361,1.79023,0.974177,1.28761,1.07218,2.31029,2.97861,1.30354,4.74813,6.35453,3.33969,3.51093,3.45648,3.82729
Fmo9,0,0,0,0,0,0,0,0,0,0,0,0.0124067,0,0,0
Tada1,10.5862,6.66843,9.28083,7.33585,9.08061,8.97675,8.04788,7.12639,5.8873,5.69824,5.17868,2.37296,6.45106,6.08487,5.87958
Dusp27,0,0,0.0272718,0,0,0.00734953,0,0,0,0,0.0473978,0.0749663,0.230957,0,0
Pou2f1,2.41207,2.66345,2.05391,4.85676,4.4633,2.43203,2.75598,2.60135,1.44968,1.71568,1.1371,2.59056,1.66853,2.56724,3.57735
Mpzl1,1.22982,0.69012,0.839615,1.11324,0.98922,1.05784,0.786644,0.871393,0.859675,1.25307,1.14159,4.34553,0.625388,0.805872,0.293023
Adcy10,0.0260272,0,0,0.00951453,0,0,0.00780356,0,0,0.0148467,0,0,0,0,0
Brp44,255.889,248.577,309.416,241.183,325.839,326.295,374.032,368.509,429.389,642.402,613.974,250.602,369.04,349.004,462.259
Dcaf6,4.17851,3.23744,3.73605,4.30596,5.2795,4.16424,7.24523,8.71516,6.45603,16.2728,16.4335,10.8114,7.34571,6.13415,5.82981
Tbx19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcl1,0,0.253273,1.01642,0.255627,0.814529,0.593302,0.106273,0.155809,1.34821,0,0,0.0592172,0,0.848786,0
Dpt,2.04788,2.30663,2.18027,3.57276,2.885,2.84028,4.81056,3.16397,3.59537,1.73871,1.04562,0.340378,4.76488,2.31376,2.40448
Nme7,3.20189,2.00321,3.22599,1.05462,3.6826,1.63153,1.83491,1.67235,1.106,4.41435,7.2517,2.65248,5.56194,4.05076,4.72738
Atp1b1,24.413,25.7302,21.4763,28.2176,22.658,23.5881,59.0141,60.4641,66.7685,21.1155,19.0323,92.1127,10.0857,7.66397,8.79486
Blzf1,2.85839,3.19364,5.07305,3.78816,3.66716,2.53319,2.25126,2.85611,2.03783,4.92201,5.28,7.07652,9.11181,6.57118,7.71954
4930455F23Rik,1.17867,0.887949,0.721939,0.594574,1.29075,0.960191,0.943424,0.931893,0.552139,1.38038,1.32066,0.672898,1.54264,1.23783,1.70565
F5,55.2021,38.7328,48.3468,45.5941,60.3545,57.9902,69.1649,79.1918,62.7404,116.722,113.273,67.8561,97.5477,100.667,96.0556
Selp,0.595457,0.210263,0.437276,0.40778,0.523736,0.398171,0.707515,2.1337,0.374995,0.891597,1.05749,0.501086,0.33744,0.204329,0.485157
Sell,0.286765,0.518501,0.623587,0.611241,1.36996,0.64182,0.309291,0.141482,0.323449,0.378558,0.0421303,0.041015,0.899961,0.607131,0.241148
Sele,0,0.0184372,0,0,0,0,0.028765,0,0,0,0.0589389,0.027628,0.0303151,0.0649663,0
Scyl3,9.34537,3.6273,2.61278,5.16425,3.53857,5.20933,2.98912,4.39095,3.51699,6.28263,4.27991,5.17397,8.13265,5.95935,5.98017
Kifap3,1.32611,1.57808,1.68076,1.33018,2.03963,1.91697,1.02746,1.16015,1.16327,1.52519,1.60921,1.09778,1.7176,1.49281,1.27102
Prrx1,0.12013,0.108573,0.0318984,0.345068,0.264857,0.210198,0.361059,0.198677,0.165059,0.372028,0.415203,0.35538,0.655188,0.421037,0.234868
Astn1,0.0152316,0.0134412,0,0.0496636,0.0362255,0.0387746,0.0272819,0,0.104327,0.0111872,0,0,0.0553297,0.025372,0.00885906
Sec16b,22.035,13.9743,20.6411,13.017,20.4499,17.7445,15.5117,15.8679,12.5679,10.7272,7.95679,5.40066,13.2143,13.3185,15.6187
1700057K13Rik,0.0576643,0.18417,0,0,0.0504379,0,0.257672,0,0,0,0,0,0,0,0
Ralgps2,2.25016,1.65306,1.60568,2.29693,2.19639,2.00226,2.14593,2.4879,2.19072,9.12891,7.42446,2.30537,4.22111,6.0295,4.82515
Abl2,1.25743,0.79303,1.45569,1.92392,1.33796,1.0235,1.23695,1.10509,1.49634,0.809841,1.39043,1.19914,1.05353,1.02491,0.777121
Soat1,0.951558,0.792649,0.811604,0.89549,0.864462,0.637099,0.894454,0.803955,1.03326,1.37625,1.12504,0.589356,1.43251,0.97421,1.33416
9430070O13Rik,0.0807757,0,0,0,0.0294315,0.0609793,0,0,0,0.0335516,0,0.177843,0.265424,0.911087,0.0288145
Nphs2,0,0,0,0,0,0,0,0,0,0,0.0291973,0,0,0,0
Smyd2,4.98861,5.66065,5.90812,4.05881,5.3032,4.59788,5.15405,6.72135,5.69241,6.51056,10.3913,5.34728,8.14471,7.74381,10.2681
Ptpn14,0.117162,0.215044,0.291993,0.448589,0.193536,0.225074,0.511695,0.515155,0.34781,0.416279,0.478261,0.397003,0.755071,0.215908,0.472711
Cenpf,0.503408,0.424006,0.29802,0.195167,0.207023,0.0758152,0.106753,0.0342987,0.0534101,0.0284428,0.00892161,0.0149259,0.0932054,0.065449,0.0204561
Kctd3,1.64411,1.10716,1.90996,1.72821,1.43267,1.5433,1.24682,1.46276,0.916811,2.11937,2.13528,1.32896,2.19846,1.9332,1.362
Ush2a,0.00529098,0.00579049,0.0121666,0.0171597,0.0436086,0.020425,0.0177316,0.0105158,0.00386652,0,0,0.00158538,0,0.00376513,0
Esrrg,0.0979158,0.133886,0.239979,1.382,0.700321,0.884353,0.554973,0.919737,0.203175,1.02996,2.11853,2.36207,1.90128,1.47114,0.91263
Spata17,0.320009,0.164158,0.264326,0.186618,0.550835,0.178002,0,0,0,0.175863,0.191608,0.128671,0,0.0615435,0.303729
Slc30a10,15.1395,16.9315,14.616,11.2187,14.1453,15.2512,3.59729,5.12757,2.4116,2.47551,2.01131,1.41648,15.6345,13.3283,15.7305
Eprs,25.5404,23.9145,22.7413,18.6082,23.7396,18.0077,17.4444,21.0132,17.4963,27.5706,27.1679,24.129,33.4705,28.4171,34.2469
Cr2,0.0581669,0.175128,0.0803676,0.101361,0.226281,0.143375,0.0323068,0.0773632,0.0410133,0.0425079,0.0437114,0.0329913,0.167778,0.0998903,0.0733426
Bpnt1,39.5308,33.5706,37.3151,31.0735,38.8714,36.2612,27.1561,33.1338,19.9593,31.6075,29.1691,14.7415,47.1916,36.9446,53.0175
Iars2,13.0139,8.86658,10.6561,13.2098,16.9197,13.6352,12.746,14.8981,10.161,19.9273,19.5208,10.9476,19.0952,16.5222,17.3538
Mark1,0.204609,0.313209,0.171822,0.437488,0.182294,0.257314,0.251511,0.202937,0.392607,0.180679,0.53468,0.236791,0.204963,0.163491,0.0617248
Mosc1,161.152,121.781,133.725,110.179,140.345,143.124,149.406,165.41,152.648,106.238,124.067,64.4095,123.469,119.697,147.322
Nek2,0.325318,0.542377,0.263006,0.17814,0.245297,0.227852,0.224825,0.291196,0.337715,1.10113,0.465463,0.515008,0.903818,0.589749,0.674943
Lpgat1,39.0654,37.6491,35.667,31.0014,41.2196,32.1602,40.3642,37.6087,29.1002,38.7828,28.0507,32.6614,36.5367,38.0502,31.5115
Ppp2r5a,26.9866,23.1617,25.3469,30.7037,38.5756,36.2977,42.9934,41.4441,37.9563,94.5773,101.975,41.0203,91.5249,84.7047,89.2749
Tmem206,1.23753,1.72362,1.28556,1.69579,1.02734,1.22557,1.19269,1.4014,1.6857,0.68687,0.527871,0.264875,0.320304,0.462622,0.850696
Atf3,0.931117,0.779517,0.297079,1.20329,0.267446,0.580822,1.15846,0.761119,6.38682,1.24198,0.984846,4.83888,0.846603,0.431854,0.514839
Batf3,0.417488,0.516331,1.01492,0.51799,0.384712,0.769867,0.633808,0.630993,0.814514,0.120896,0.127736,0.145438,0.380958,0.389282,0.0998049
Tatdn3,6.27924,3.14333,4.48902,2.61102,5.52706,3.69099,1.29828,3.88133,3.09268,1.53172,2.07874,1.97772,1.82195,2.83761,2.50413
Angel2,5.53022,5.21377,3.16381,5.52928,5.85343,4.64438,5.92208,6.25776,4.5602,7.29219,6.57348,6.48967,5.81833,6.4284,5.85321
Traf5,0.97558,1.455,1.68633,1.30608,1.23583,1.15607,0.66652,1.10466,0.418251,1.24056,0.53587,0.183055,1.59331,0.966657,1.16363
Irf6,37.1473,21.8177,27.0883,16.6953,14.3434,16.1112,12.7593,18.464,12.4584,7.00317,9.31873,5.61624,15.2491,12.2696,19.4681
Lamb3,0.366283,0.332094,0.711249,1.39733,1.36077,1.38613,0.62425,0.540987,0.947357,0.148912,0.17132,0.371315,0.468418,0.352933,0.472216
Plxna2,3.58521,3.04583,3.45882,3.13217,3.49318,3.60127,2.41998,1.82424,1.83081,1.92059,2.05479,2.10694,1.99438,3.44931,2.83064
Usf1,8.3569,6.64673,7.25371,5.69758,9.14586,11.1082,5.5496,10.3236,5.60169,7.02409,5.36174,1.88356,6.80262,6.16037,7.32442
Nmt2,8.236,8.68485,10.3323,9.02094,9.89783,7.86504,6.63014,8.81801,6.93514,9.94127,9.18805,5.1314,9.69799,6.83126,8.74146
Acbd7,0.351847,0,0,0,0.103152,0,0,0,0,0,0.220931,0,0,0,0
Olah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suv39h2,0.672365,0.517032,1.11719,0.392486,0.507156,0.563938,0.369258,0.464719,0.246686,0.337055,0.418876,0.263209,0.969464,0.285975,0.940397
Dclre1c,2.85732,1.24442,1.42675,1.35138,2.39224,1.0683,1.07604,2.55171,0.950535,1.71159,1.38948,1.54475,2.00411,3.33524,1.91627
1700009P17Rik,1.87176,1.34189,0.559965,2.19734,2.25452,1.00397,0.93297,1.07599,0.82831,0.836535,0.572112,0.482064,0.484334,0.496221,0.502033
Meig1,0.363564,0,0.440249,0.522033,0,0,1.01046,0.578486,0.149036,1.09877,0.351624,0.522595,1.9885,0.578439,1.26407
Fam107b,40.0829,24.189,29.7371,42.3187,68.7489,68.5357,42.0517,45.7833,36.8903,95.2252,25.8021,17.882,50.2555,70.5134,75.3983
Fcgr2b,26.3637,25.4311,31.0724,32.737,39.4066,39.6798,53.036,44.9902,45.902,19.5287,23.3276,13.2391,29.8212,23.9773,28.5174
Frmd4a,1.34723,1.14177,1.47023,1.59963,1.22697,1.52203,1.13544,1.21744,2.06645,0.854586,0.581807,0.95588,1.17188,1.13092,0.93641
Dusp12,12.3928,12.0911,11.0862,13.9716,15.4545,13.7598,10.3663,8.12074,11.0192,3.05935,5.13827,2.93361,5.01537,6.04532,8.54478
Sephs1,7.39411,5.84096,7.15948,6.39641,7.40117,7.32949,9.18652,10.8448,5.41951,12.4578,11.7908,6.9476,11.3051,10.9069,9.0085
Atf6,5.48259,4.26888,4.91961,5.80721,7.00645,6.46915,5.98871,7.82237,5.12968,19.908,18.4023,9.6401,20.7888,16.254,20.9402
Phyh,706.134,520.925,787.157,522.345,607.945,689.127,731.816,866.595,589.133,595.181,561.54,233.516,788.158,677.023,861.027
Uhmk1,7.38736,7.54697,6.71468,6.5684,9.36382,9.21032,8.38639,9.71749,5.71702,15.4278,13.267,13.1531,16.6349,16.4871,15.6433
Ucma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm10,20.8457,18.749,24.3391,14.5629,15.7766,17.4984,17.8487,24.3062,23.0455,22.4373,11.7514,5.76645,33.9571,29.66,31.4966
Uap1,26.5308,25.9972,32.2232,20.2747,24.4458,21.6378,19.0456,26.1486,19.383,12.7197,15.8734,13.2925,22.88,14.5353,27.4969
Optn,24.7432,20.5707,23.937,21.5853,31.4167,22.8133,22.3932,22.608,20.4621,22.5486,18.7121,15.0611,23.1783,24.4372,26.1922
Ddr2,0.324397,0.700972,0.367965,0.61889,0.421826,0.467272,0.584809,0.440561,0.486514,0.754319,0.876298,0.546941,0.979045,0.967076,0.865351
Hsd17b7,13.2727,11.9208,15.4324,14.6885,19.9422,15.4821,15.2705,19.6689,15.4598,31.0772,28.1536,33.6771,14.6597,27.6023,24.1651
Ccdc3,0.648728,0.380909,0.581637,2.88831,1.11631,1.48473,1.12,0.991947,1.33178,0.738376,0.533221,0.355321,1.31078,0.972667,0.847489
Rgs5,13.9756,15.887,12.2595,14.9641,16.272,14.6606,15.1537,15.4825,26.8573,17.2886,14.06,7.99895,15.3956,10.679,15.1589
Enkur,0,0,0.1641,0.45949,0.131851,0.0818039,0.138228,0.247331,0.0547932,0.101508,0,0.119952,0,0,0
Nuf2,0.268793,0.307216,0.178421,0.173044,0.258787,0.0472727,0.018776,0.0279047,0.0262211,0.0296271,0.0317096,0.00928457,0.0295134,0.329018,0.0459397
Lmx1a,0,0,0,0,0,0,0,0,0,0,0,0.000226365,0,0,0
Aldh9a1,76.6413,66.7753,97.09,90.3164,121.885,115.673,92.6924,99.8326,82.5504,21.0719,19.1759,26.3327,30.519,30.9285,22.4103
Mgst3,7.86974,4.85292,11.0482,33.1026,44.4465,27.697,23.4741,23.9228,28.8591,23.1998,38.2981,13.1484,14.3958,12.8752,10.9215
Fmo3,0.0230834,0,0.0338359,0.10197,0.102676,0.0656938,0.45878,1.50577,62.8911,23.3485,392.653,195.84,0.299021,0.285545,0.195563
Fmo4,1.87819,1.56791,1.74791,1.90687,3.96482,1.10572,3.07397,2.48073,2.1177,9.74077,16.151,7.46892,3.29943,2.79323,1.80414
Mettl13,0.882287,1.07057,1.68969,0.654474,1.21694,1.01527,1.1066,1.26066,1.10513,2.23212,1.14436,1.55477,1.65977,1.01543,1.64427
Vamp4,14.0675,13.6197,10.0883,12.3826,10.7663,10.2447,10.8871,12.1247,10.2223,7.10397,4.16922,3.85673,6.44428,4.36094,6.48183
Myoc,0,0,0,0.0200854,0,0.0164999,0.177601,0,0.0275903,0.0788635,0.131651,0.0487593,0.305202,0.100499,0
Pigc,4.12429,3.31722,3.25155,4.31756,4.58251,3.54674,2.55475,3.62969,2.49455,3.20792,3.03975,2.19294,4.25852,3.49173,3.85171
Tnfsf4,0,0,0,0,0,0,0,0,0.0372693,0,0.0542428,0,0,0,0
Prdx6,158.513,112.215,148.936,139.026,193.514,189.846,186.577,224.489,167.441,198.201,197.006,75.9786,218.896,201.167,241.809
Klhl20,1.86189,1.28152,1.32256,1.58671,1.67345,1.40258,1.26288,1.60689,0.823119,2.36996,1.81778,1.78734,1.89618,2.30041,2.59263
Nsun6,1.1377,1.15215,1.08214,0.939895,1.34641,0.823128,0.507517,0.846908,0.593559,0.449435,0.893435,0.822625,0.757282,0.917545,0.864029
Cenpl,4.07275,2.35664,2.78689,2.92038,4.54203,3.88591,2.5247,4.12835,1.79439,0.779523,0.99156,0.559439,0.936811,0.592035,0.199363
Dars2,9.36446,6.00221,9.53524,7.47267,8.18001,7.31669,5.7067,3.9918,3.45713,3.34776,3.84864,2.02992,5.64533,5.52576,6.65167
Mrc1,5.1278,4.5148,4.93211,5.69043,8.44922,5.18045,7.16328,6.47437,5.89798,14.3235,12.6828,6.26676,15.2795,14.3683,17.5083
Serpinc1,767.721,590.551,761.422,658.603,905.462,697.808,744.484,901.136,778.128,708.167,741.579,239.137,594.187,551.304,776.72
Stam,7.59242,6.90845,6.27351,6.67929,9.35175,6.82784,6.61159,8.55773,6.17627,9.96623,7.89151,7.59272,7.94711,8.83291,9.40529
Rabgap1l,8.79847,7.19387,5.92773,9.9849,13.4009,10.5078,10.7608,12.4254,8.27592,22.6377,15.6891,10.4585,13.944,16.6096,12.898
Trdmt1,0.42762,0.260788,0.444121,0.294237,0.874501,0.555994,0.317076,0.185517,0.416248,0.811039,2.81589,1.10718,0.464899,0.58581,1.38965
Tnn,0.00666823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cubn,0,0.00877826,0.0056337,0.00421364,0.00689815,0.016717,0,0.010267,0,0,0.00811823,0.00267712,0.00839363,0.00587816,0.0122435
Rsu1,10.1687,10.5391,8.98153,14.6434,15.2456,11.7227,10.4258,10.5526,7.07811,15.7749,13.2673,6.52963,14.6164,14.5782,15.483
Vim,7.00023,6.77579,9.95897,22.0916,10.2936,13.2456,15.8025,13.0825,16.2716,7.31415,7.80352,3.49378,11.5767,5.22802,10.8938
4930562F07Rik,1.36238,1.12374,1.43226,1.50875,1.4272,0.971725,2.3792,0.935627,1.78242,0.804221,0.859924,0.235974,0.287392,0.414396,0.288852
Pter,44.1192,31.3291,33.1376,31.8604,48.4067,33.2009,13.6851,17.2371,11.5696,33.6335,27.5112,10.3304,59.5848,51.9071,70.012
4921504E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptf1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930426L09Rik,0,0.0428984,0,0.08298,0,0.161217,0.0672877,0.0486904,0.0534534,0.170991,0.0874367,0,0,0,0.0664149
Pip4k2a,1.62045,1.45916,1.87327,2.51334,2.11467,1.99885,1.9076,1.94061,2.22497,1.44847,1.47543,0.933378,1.01031,1.09879,0.779084
Bmi1,17.5018,15.5425,16.4669,13.3055,19.9224,16.609,20.8678,27.5419,18.8078,24.5954,20.2617,12.1332,27.5911,14.6585,16.3241
Dnajc1,4.58912,5.79277,3.2751,4.14781,3.39543,2.95345,2.65487,3.95814,4.70721,8.24171,8.01046,7.40883,9.37016,6.73604,9.10683
Mllt10,3.62052,3.92551,3.96503,3.80737,3.2307,4.09193,4.0185,5.41668,4.27162,7.76673,7.92047,5.44325,5.68786,5.70117,4.75952
Plxdc2,0.184591,0.445126,0.486854,0.334028,0.314185,0.425793,0.649702,0.314081,0.826389,0.451169,0.646519,0.294326,0.896798,0.28928,0.289995
Nek6,21.2361,21.7453,19.4749,14.7426,13.9621,15.3413,6.64273,12.6354,8.08038,3.66029,4.29143,3.84096,12.0688,9.68582,11.1478
Psmb7,114.117,98.7563,121.881,87.0403,111.015,92.9877,87.7594,114.283,85.078,116.711,101.112,49.1917,133.406,110.705,139.912
Nr5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp6c,12.22,10.5084,11.0268,9.32208,12.8537,11.5238,10.1213,11.3213,9.21524,22.0923,22.7556,15.1285,24.3103,21.9083,27.3284
Golga1,6.97186,6.63892,8.97207,5.10978,6.33986,3.88299,4.20148,4.51264,3.15375,4.12422,3.52835,2.82352,7.43502,4.33837,8.11453
Arpc5l,23.4407,23.2579,21.8043,21.3133,23.3444,21.8355,18.6917,21.092,18.1158,13.297,9.9994,4.79061,15.8187,12.5395,18.6653
Orc4,8.00124,7.70697,8.42903,7.51677,9.36678,4.81882,4.50253,8.11445,4.70111,36.9425,37.2292,18.9289,38.7363,38.2208,46.0671
Kif5c,0.0249337,0,0.0276351,0.0066323,0.181101,0.00533834,0.00560728,0.0246582,0,0.054926,0.0352046,0.0129319,0.0707441,0.0586613,0.00685547
Lypd6b,0,0.0406335,0,0,0.0161533,0,0.0502168,0,0,0,0,0,0,0,0
Mmadhc,28.6802,24.2491,27.6736,32.5562,37.3164,28.7074,29.0436,37.3008,38.1966,36.4382,27.4171,25.1873,38.7585,29.8003,36.1776
Fam188a,23.8917,23.5561,24.1514,19.4967,20.675,21.5356,20.2093,22.4379,12.1885,14.1223,7.74637,7.77873,17.1848,18.5705,19.2622
Itga8,1.44842,1.25991,1.06648,2.16802,1.34927,1.25066,0.913237,0.976845,0.736143,1.21825,0.856333,0.422939,1.73777,1.26555,0.930513
Il2ra,0.0715343,0.0800894,0.0881938,0.0446294,0.0421408,0.0617617,0.101549,0.0137597,0.0440466,0.0940626,0.0582779,0.0579711,0.000973468,0.127425,0.0733024
Spopl,3.34802,4.9709,3.74642,3.56406,4.42128,4.49403,3.7251,6.252,5.18067,36.224,18.6927,15.061,19.573,14.7353,10.6789
Pfkfb3,0.940395,1.54538,3.0537,1.42573,0.894007,0.901246,2.13302,2.75558,0.945695,1.59675,1.55996,1.24079,1.00513,1.10813,0.678507
4931423N10Rik,0,0,0,0,0,0,0,0.132063,0,0,0.0517485,0.040473,0,0,0
Yme1l1,38.2892,39.3542,32.3161,31.3291,42.5846,31.05,30.8349,32.494,26.0514,40.0743,37.566,25.5533,44.6322,35.3412,45.7863
Prkcq,0.877256,1.02775,0.824035,1.06961,0.908889,0.938801,1.05079,0.848571,0.67638,0.368782,0.689376,0.989423,0.980354,0.577904,0.343127
Mastl,0.645698,0.567435,0.401628,0.395331,0.459024,0.666592,0.526597,0.874389,0.420714,0.592009,0.564496,0.586448,0.206591,0.437294,0.286697
Acbd5,66.0999,60.4137,58.2899,63.6283,77.0337,72.286,74.7317,89.1818,71.8457,120.897,79.3247,36.3153,84.5684,84.7541,74.8572
Abi2,1.22829,1.50664,0.921597,1.36388,1.04074,1.32557,1.8634,2.53434,3.09086,2.05136,2.44561,3.34095,1.09651,1.67781,1.14995
Pdss1,1.57183,3.1491,2.60023,1.48481,3.28361,1.08826,1.53081,1.55714,1.49725,1.03349,1.58057,2.54293,1.37933,1.18639,1.27284
Pkn3,0.283622,0.203359,0.825578,0.0573138,0.165866,0.200932,0.432846,1.00173,0.268383,0.0511345,0.870343,0.0725677,1.16096,0.403745,0
Apbb1ip,0.774333,1.08165,0.627184,0.997037,1.65231,1.08161,0.760249,0.66308,0.624716,0.674252,0.345013,0.19687,0.416556,0.662751,0.220658
Gad2,0,2.59E-07,0.000101598,0.00867433,7.25E-08,0.00693319,0,9.20E-05,0,0.000127965,0,0.0170454,0.0162223,0,0.012024
Zbtb43,5.77703,4.00324,4.68186,3.51331,3.94146,5.60162,4.12686,5.34291,2.76662,8.24144,6.34375,3.74227,7.60591,6.24366,6.78845
Odf2,4.33488,2.48747,4.23174,1.91441,3.53245,3.10969,3.27065,4.1285,2.2598,5.62274,2.8752,4.4724,2.68819,3.9788,1.76964
Slc2a8,4.92889,3.31829,6.10171,2.7157,3.39488,4.29007,7.2325,7.36266,5.12734,1.83485,2.96677,1.3559,1.20758,1.15452,2.04271
Lrsam1,2.20756,2.64233,1.15894,1.34524,2.67961,2.11711,1.12403,1.7307,1.96384,1.0388,1.22673,0.708442,1.39652,2.2333,2.57582
Fam129b,1.14019,1.0047,0.652738,3.44049,2.84316,0.952797,0.907116,1.57894,0.591799,0.978446,0.650308,0.342229,0.609405,1.0497,0.827862
Stxbp1,0.68175,0.824219,0.631492,0.769543,0.699516,0.955865,0.807955,0.764366,0.865036,0.122751,0.394223,0.366059,0.554485,0.235502,0.192604
Coq4,2.41044,1.89202,4.48604,2.76558,3.51863,2.19883,1.64431,1.63609,1.45423,0.802806,1.07902,0.686793,1.66189,1.14172,1.92409
Med27,5.92233,6.54152,7.81563,4.74271,6.27194,5.04743,4.25363,4.58248,3.80031,2.69573,3.25425,1.70475,2.35915,2.12555,4.51408
Ttf1,3.75726,2.01708,2.27713,1.97536,1.79537,2.22586,1.54696,1.99408,1.36518,1.50613,1.72015,1.45014,2.50856,2.06078,3.42968
Barhl1,0.065363,0.100085,0.367086,0.061706,0.244372,0.184706,0,0,0,0,0,0.159885,0,0,0.0368367
Ddx31,1.12052,0.859003,1.60545,1.11025,0.824839,1.20151,0.544603,0.979765,1.12322,1.31172,1.23825,1.98298,3.20975,1.7674,2.8226
Ak8,0,0,0,0.406436,0.0230742,0,0.33633,0,0,0,0,0.0166374,0,0,0.0395354
1700026L06Rik,0.244319,0.178726,0,0.0913279,0,0,0,0.108211,0,0,0.433429,0,0,0,0.149693
Dpm2,23.2419,14.1822,22.7791,18.208,19.6199,16.2197,12.2646,15.5342,12.9481,2.10983,1.72829,1.21042,6.04081,3.74886,4.17244
St6galnac6,14.2506,11.4466,9.66604,10.9037,16.9711,14.5819,11.974,9.62558,7.88027,9.20977,8.69776,3.77715,13.6792,14.9401,22.965
Tsc1,3.1019,1.79253,2.08589,2.82034,3.04535,2.78889,2.75986,2.47758,2.3785,3.59216,4.96996,3.51168,2.19348,3.23307,2.34213
Eng,13.4032,12.9854,13.97,19.6933,17.3635,22.0999,19.4897,21.3676,19.5086,5.57494,4.6024,4.98271,8.1282,6.52786,6.26129
Gfi1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gtf3c5,3.21437,2.49841,2.49116,1.67662,2.61694,2.36823,1.40699,1.12175,1.18445,0.49561,0.908033,0.505805,0.790201,0.756931,1.37607
Ak1,0.215223,0.0848839,0,0,0.0386053,0.0793407,0,0.0606186,0.0673901,0.107124,2.34962,1.56218,5.86241,0.140428,0.0951488
Cel,0,0,0,0.0458519,0.160492,0,0,0,0,0,0.0715799,0.011668,0.154815,2.91814,0
Slc25a25,27.3928,10.4067,11.744,21.2212,24.3544,20.4902,74.2913,69.6685,86.9744,79.3071,110.038,63.0857,60.6123,19.5205,20.1444
Ptges2,5.46057,5.18887,5.26814,4.93728,6.0594,4.95374,6.73822,6.26446,5.0809,2.69324,2.4192,1.82017,2.64351,2.31809,2.64592
Ralgds,0.355656,0.204825,0.427223,0.597825,0.846011,1.0196,0.930456,0.654356,0.423259,0.355237,0.249655,0.382949,0.314712,0.392417,0.403495
Lcn2,9.52891,11.3983,1.0133,22.6578,29.7647,20.2254,5.4906,3.41205,4.42716,0.810305,1.5474,1.31252,0.95613,1.96717,1.98605
Kcnj3,0,0,0,0,0,0,0.010094,0,0,0,0.0225727,0.0143854,0.0224188,0.0160241,0
Dnm1,0.0348169,0.111949,0.518598,0,0.0110364,0.144324,0.0895868,0.210461,0.142797,0.044641,0.324126,0.0788568,0.0218992,0.0178921,0
Nr4a2,0.0559704,0.227589,0.249966,0.294846,0.0836899,0.170279,0.193459,0.647453,1.18411,0.0721208,0.241524,0.785758,0.0693842,0.355683,0.0266363
Gpd2,7.19933,6.40852,7.99496,10.1323,9.09558,7.8196,6.11754,7.0679,4.93916,13.1802,10.4694,9.01113,14.0202,10.9784,12.0469
Galnt5,0,0,0,0,0,0,0,0,0,0,0,0,0.0364013,0,0
Gbgt1,0.117438,0.0585112,0.477113,0.336611,0.476479,0.34776,0.609177,0.0658086,0.450224,0.111607,0.303254,0.121305,0.830371,0.107581,0.0846848
Ermn,0.0126105,0,0.0343266,0.0268739,0.0705302,0.0543992,0,0.0339785,0.0709498,0,0,0.0426786,2.23E-05,0,0.0160134
1700007K13Rik,0.175427,0.195774,0,0,0.16627,0.14921,0.0790808,0,0,0,0,0,0,0,0.26559
Cytip,0.3879,0.419102,0.213647,0.969682,1.06182,0.457143,0.726514,0.606938,1.31452,0.696481,0.429892,0.965849,0.711927,0.642834,0.455906
